Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,637,Human Resources,6,4,Human Resources,1,1135,2,Male,46,1,1,Laboratory Technician,1,Married,13872,25106,6,Y,Yes,13,3,4,80,1,11,2,1,19,6,14,1
25,No,Non-Travel,849,Human Resources,12,4,Technical Degree,1,1136,3,Male,91,1,5,Manager,4,Single,15201,18879,7,Y,Yes,11,4,2,80,3,34,3,3,16,17,9,2
54,No,Non-Travel,1137,Research & Development,8,2,Technical Degree,1,1137,2,Male,77,2,4,Healthcare Representative,2,Divorced,11218,4995,2,Y,No,20,4,1,80,2,5,3,4,5,14,6,1
20,No,Travel_Frequently,473,Research & Development,13,1,Human Resources,1,1138,1,Female,91,2,2,Healthcare Representative,4,Married,4713,18477,8,Y,No,13,3,1,80,2,20,4,3,17,9,5,16
50,Yes,Non-Travel,656,Research & Development,19,1,Technical Degree,1,1139,3,Male,98,4,4,Research Scientist,2,Married,18876,14912,3,Y,Yes,18,4,3,80,0,25,4,4,19,3,2,11
45,Yes,Travel_Frequently,332,Human Resources,27,4,Human Resources,1,1140,4,Female,48,2,3,Laboratory Technician,4,Married,8585,22708,3,Y,Yes,21,4,4,80,3,0,6,3,38,0,13,10
25,No,Travel_Rarely,804,Human Resources,1,3,Human Resources,1,1141,4,Male,63,2,5,Manager,4,Married,5122,8393,2,Y,No,13,4,3,80,1,16,6,1,33,13,8,5
51,No,Travel_Rarely,662,Sales,11,4,Other,1,1142,1,Male,78,3,5,Research Scientist,2,Divorced,10892,23894,7,Y,No,15,3,1,80,0,34,2,4,39,8,14,9
52,No,Travel_Frequently,1038,Sales,20,2,Other,1,1143,4,Female,76,4,2,Manufacturing Director,2,Divorced,17838,2720,8,Y,Yes,12,4,3,80,0,26,3,2,23,12,5,13
49,No,Travel_Rarely,986,Sales,1,2,Human Resources,1,1144,4,Female,79,2,5,Research Scientist,4,Married,18301,23459,0,Y,No,11,4,3,80,1,1,2,2,17,16,10,0
41,No,Travel_Rarely,825,Human Resources,8,2,Medical,1,1145,3,Female,55,2,3,Human Resources,1,Divorced,5374,8325,1,Y,No,21,4,2,80,0,35,6,1,29,3,1,14
31,No,Travel_Frequently,1398,Sales,5,4,Marketing,1,1146,1,Male,85,2,5,Laboratory Technician,1,Single,1489,14554,0,Y,Yes,20,4,3,80,0,0,6,4,0,4,9,5
49,No,Travel_Frequently,175,Research & Development,17,4,Medical,1,1147,3,Male,43,3,1,Manager,1,Divorced,1984,7099,3,Y,Yes,24,3,1,80,2,9,1,2,22,17,14,12
33,No,Travel_Rarely,538,Research & Development,8,1,Human Resources,1,1148,1,Female,54,3,4,Sales Executive,1,Single,18344,14568,9,Y,Yes,15,4,3,80,0,30,5,2,28,16,11,13
21,No,Non-Travel,798,Human Resources,25,3,Marketing,1,1149,3,Male,33,3,3,Laboratory Technician,2,Single,2782,6026,6,Y,No,15,4,1,80,1,36,6,2,31,6,1,12
54,No,Non-Travel,1412,Sales,10,4,Other,1,1150,3,Female,61,1,3,Research Director,2,Divorced,15959,14247,6,Y,Yes,16,4,1,80,3,4,3,1,1,9,0,15
38,No,Travel_Frequently,1014,Research & Development,2,1,Marketing,1,1151,2,Male,94,3,4,Healthcare Representative,1,Married,15542,7057,5,Y,Yes,12,4,2,80,3,12,4,3,35,8,10,0
31,No,Travel_Frequently,990,Human Resources,9,4,Human Resources,1,1152,4,Male,90,2,4,Research Director,3,Divorced,6983,25194,4,Y,Yes,19,3,1,80,3,23,0,2,16,12,4,13
48,No,Non-Travel,791,Sales,24,1,Other,1,1153,1,Male,49,3,3,Research Scientist,3,Single,2869,19490,3,Y,No,12,4,1,80,2,26,6,2,1,17,9,12
35,Yes,Travel_Rarely,352,Research & Development,23,1,Marketing,1,1154,4,Female,39,3,4,Sales Representative,3,Single,12496,7305,7,Y,Yes,12,4,2,80,2,0,1,3,3,11,5,9
24,No,Non-Travel,1249,Sales,3,3,Marketing,1,1155,2,Male,63,4,2,Human Resources,4,Divorced,7838,13914,6,Y,Yes,22,3,1,80,2,19,5,2,33,7,2,9
27,No,Non-Travel,1300,Human Resources,18,4,Medical,1,1156,1,Female,90,2,4,Sales Representative,1,Single,14550,26118,9,Y,No,15,4,2,80,1,7,0,4,0,17,3,3
24,No,Non-Travel,1160,Sales,7,1,Marketing,1,1157,2,Female,56,3,1,Laboratory Technician,4,Divorced,6702,8674,0,Y,No,19,3,4,80,3,2,2,2,22,4,4,13
50,No,Non-Travel,509,Human Resources,15,2,Human Resources,1,1158,4,Male,69,1,1,Sales Representative,2,Divorced,14027,11563,5,Y,Yes,14,4,4,80,1,31,5,3,5,6,3,11
40,No,Travel_Frequently,226,Sales,21,2,Life Sciences,1,1159,3,Female,94,4,2,Research Director,2,Married,12860,26998,1,Y,Yes,16,3,4,80,1,24,2,1,15,14,8,5
38,No,Travel_Frequently,1291,Research & Development,22,2,Life Sciences,1,1160,2,Female,62,3,4,Sales Executive,3,Single,7032,17316,3,Y,Yes,12,3,1,80,0,24,2,1,1,2,11,14
36,No,Travel_Rarely,691,Human Resources,20,3,Life Sciences,1,1161,2,Male,97,4,1,Laboratory Technician,3,Divorced,2825,18217,4,Y,No,24,4,3,80,3,13,4,4,11,17,2,4
36,Yes,Travel_Rarely,393,Human Resources,18,1,Human Resources,1,1162,3,Female,38,4,5,Healthcare Representative,2,Single,12554,4005,7,Y,Yes,23,3,2,80,0,26,2,2,26,5,4,9
53,No,Travel_Rarely,1466,Human Resources,25,3,Life Sciences,1,1163,4,Female,45,1,4,Manager,3,Divorced,16333,14741,5,Y,Yes,14,3,4,80,2,31,6,2,18,5,6,8
46,No,Travel_Rarely,1119,Sales,3,4,Medical,1,1164,2,Male,34,1,2,Laboratory Technician,3,Divorced,13470,16602,1,Y,No,22,4,2,80,2,26,0,3,27,0,11,9
35,No,Non-Travel,409,Sales,28,4,Human Resources,1,1165,4,Male,52,1,4,Manufacturing Director,2,Married,4770,23645,4,Y,No,19,4,4,80,1,3,1,3,34,16,11,11
19,No,Travel_Frequently,761,Research & Development,23,1,Other,1,1166,3,Male,72,2,3,Healthcare Representative,4,Divorced,1029,14603,4,Y,Yes,12,4,4,80,1,38,6,4,3,10,6,3
18,No,Travel_Frequently,627,Human Resources,14,2,Human Resources,1,1167,1,Female,86,4,3,Laboratory Technician,3,Married,9958,15987,5,Y,No,11,4,1,80,0,10,4,4,6,1,13,3
22,No,Travel_Rarely,639,Human Resources,24,1,Human Resources,1,1168,2,Female,80,3,1,Manufacturing Director,4,Single,16502,19147,0,Y,Yes,14,4,2,80,0,2,1,2,36,8,5,12
37,No,Travel_Rarely,518,Sales,2,1,Marketing,1,1169,4,Male,42,1,3,Healthcare Representative,3,Married,9806,15543,7,Y,Yes,14,4,1,80,1,24,2,2,24,5,8,13
28,Yes,Non-Travel,543,Sales,14,1,Marketing,1,1170,3,Female,53,1,2,Research Scientist,1,Married,10196,11144,2,Y,No,11,4,2,80,3,23,3,4,16,6,14,11
59,No,Non-Travel,784,Research & Development,22,3,Marketing,1,1171,3,Male,40,4,1,Human Resources,4,Single,3121,13114,4,Y,No,14,4,2,80,1,8,5,1,13,3,6,12
19,Yes,Travel_Rarely,939,Research & Development,11,4,Technical Degree,1,1172,2,Male,81,4,2,Research Director,4,Married,4009,7691,6,Y,No,13,4,3,80,3,7,4,1,36,2,10,12
20,No,Travel_Frequently,335,Sales,16,1,Medical,1,1173,1,Male,46,4,2,Manager,3,Married,8739,9059,2,Y,No,23,3,4,80,0,38,2,1,1,1,3,1
40,No,Travel_Frequently,313,Human Resources,8,1,Human Resources,1,1174,2,Female,66,3,3,Laboratory Technician,4,Divorced,5059,6479,9,Y,Yes,12,3,1,80,2,30,4,1,23,9,10,8
29,No,Travel_Frequently,184,Research & Development,7,1,Human Resources,1,1175,4,Female,42,2,3,Research Scientist,1,Married,12285,6198,5,Y,No,23,3,3,80,2,16,3,4,14,9,9,9
37,No,Travel_Rarely,893,Sales,11,3,Marketing,1,1176,3,Male,91,2,2,Sales Representative,2,Divorced,3910,11091,4,Y,No,20,3,2,80,0,30,0,3,32,16,8,16
22,No,Travel_Frequently,184,Sales,3,3,Human Resources,1,1177,1,Male,37,1,3,Research Director,1,Married,15674,22407,6,Y,Yes,14,3,4,80,0,3,6,1,11,15,5,9
54,No,Non-Travel,164,Human Resources,17,3,Other,1,1178,4,Female,85,2,3,Sales Executive,2,Single,19354,17068,9,Y,Yes,18,3,1,80,2,3,0,4,18,0,14,12
55,No,Non-Travel,762,Sales,14,1,Human Resources,1,1179,2,Male,99,3,3,Manager,1,Single,13161,6205,2,Y,Yes,17,3,3,80,3,36,5,1,4,11,0,0
47,No,Travel_Rarely,726,Sales,6,2,Life Sciences,1,1180,3,Female,73,2,4,Sales Representative,1,Married,12116,5641,1,Y,No,19,4,2,80,0,7,0,2,0,9,8,1
26,No,Non-Travel,163,Research & Development,8,2,Other,1,1181,2,Male,89,3,2,Human Resources,4,Divorced,14051,5543,3,Y,Yes,18,3,3,80,3,5,6,1,8,0,10,16
51,No,Travel_Rarely,1466,Sales,22,2,Other,1,1182,1,Male,70,1,5,Laboratory Technician,1,Married,18626,17424,2,Y,No,11,3,2,80,3,8,6,4,38,15,6,12
52,No,Travel_Frequently,1038,Sales,5,4,Human Resources,1,1183,1,Female,50,4,2,Research Scientist,3,Divorced,18096,7591,3,Y,No,22,3,2,80,2,7,3,2,33,10,5,16
39,No,Travel_Frequently,1018,Research & Development,27,1,Technical Degree,1,1184,1,Female,71,3,1,Healthcare Representative,3,Married,14054,13833,6,Y,No,12,3,4,80,3,31,1,2,28,3,5,12
41,No,Travel_Frequently,1475,Human Resources,28,2,Marketing,1,1185,1,Female,58,4,3,Sales Executive,3,Single,15070,25627,4,Y,No,22,3,1,80,2,14,3,1,1,2,3,16
34,No,Non-Travel,1281,Human Resources,8,2,Medical,1,1186,1,Female,94,1,3,Manager,3,Single,10485,8116,3,Y,Yes,12,4,4,80,0,17,3,1,18,12,3,13
27,Yes,Travel_Rarely,590,Research & Development,2,2,Medical,1,1187,2,Female,46,3,5,Human Resources,4,Divorced,15413,24717,5,Y,Yes,22,3,1,80,1,22,2,2,27,14,10,9
47,No,Travel_Frequently,1348,Research & Development,15,1,Life Sciences,1,1188,1,Male,59,3,1,Human Resources,3,Married,12855,2761,6,Y,Yes,18,3,1,80,1,4,0,3,34,9,2,1
40,No,Travel_Rarely,412,Human Resources,12,2,Medical,1,1189,1,Male,55,2,4,Sales Representative,1,Divorced,7153,4407,4,Y,Yes,22,4,2,80,1,26,4,4,39,5,7,13
49,Yes,Travel_Frequently,714,Human Resources,17,2,Medical,1,1190,3,Female,82,3,2,Sales Representative,3,Single,6587,2885,6,Y,Yes,14,3,3,80,1,32,6,4,21,10,7,16
34,No,Non-Travel,1018,Human Resources,1,1,Marketing,1,1191,1,Female,48,1,4,Research Director,4,Divorced,9827,24606,2,Y,No,19,4,1,80,1,1,5,4,3,0,1,4
34,No,Non-Travel,912,Human Resources,15,4,Marketing,1,1192,3,Male,82,4,1,Research Scientist,2,Married,7861,4643,6,Y,No,12,4,1,80,1,37,1,4,7,3,4,2
31,No,Travel_Rarely,1039,Human Resources,14,3,Technical Degree,1,1193,3,Male,46,3,5,Manager,1,Divorced,11804,13125,2,Y,No,24,4,1,80,3,27,6,4,0,9,12,15
26,No,Non-Travel,1211,Research & Development,20,2,Life Sciences,1,1194,3,Female,75,1,1,Healthcare Representative,1,Married,14979,23494,5,Y,No,14,3,1,80,3,23,4,2,35,14,8,4
57,No,Non-Travel,1426,Sales,22,3,Medical,1,1195,2,Female,82,1,5,Healthcare Representative,4,Married,2297,3468,7,Y,Yes,23,3,2,80,1,20,2,4,6,0,11,7
19,Yes,Travel_Rarely,779,Human Resources,16,4,Technical Degree,1,1196,2,Male,93,3,4,Laboratory Technician,2,Single,15745,24676,5,Y,No,23,4,4,80,0,30,2,3,24,14,13,5
42,No,Travel_Frequently,534,Human Resources,29,4,Life Sciences,1,1197,4,Female,74,2,4,Laboratory Technician,3,Married,1357,26585,9,Y,No,11,3,3,80,0,10,1,3,28,2,14,14
56,No,Non-Travel,781,Sales,9,2,Other,1,1198,4,Male,78,3,1,Manager,2,Married,17300,24045,2,Y,No,13,3,2,80,3,27,4,1,0,0,8,2
26,No,Travel_Rarely,1258,Sales,1,1,Medical,1,1199,3,Male,48,3,1,Sales Representative,1,Married,15433,24447,4,Y,No,16,4,2,80,3,39,1,1,17,5,6,8
39,No,Non-Travel,1173,Sales,28,4,Medical,1,1200,2,Female,94,2,3,Sales Executive,1,Divorced,17624,15366,8,Y,No,19,4,2,80,1,3,1,1,3,3,13,10
21,No,Non-Travel,439,Sales,17,3,Marketing,1,1201,1,Male,66,1,5,Laboratory Technician,1,Single,11796,9015,7,Y,No,21,3,1,80,0,15,0,1,19,11,3,13
43,No,Non-Travel,446,Sales,29,3,Human Resources,1,1202,4,Male,99,3,3,Sales Executive,2,Divorced,19210,8323,5,Y,Yes,11,4,3,80,2,11,4,2,7,1,3,8
46,No,Non-Travel,745,Sales,13,3,Life Sciences,1,1203,2,Male,55,2,2,Laboratory Technician,3,Divorced,9115,10935,8,Y,Yes,15,4,2,80,1,21,0,3,26,16,9,9
51,No,Travel_Rarely,1470,Research & Development,21,3,Medical,1,1204,1,Female,31,4,2,Healthcare Representative,1,Single,4860,4428,1,Y,No,22,3,2,80,3,34,6,2,38,5,10,14
40,No,Travel_Rarely,748,Sales,26,4,Life Sciences,1,1205,1,Male,88,4,1,Human Resources,4,Divorced,13443,13685,8,Y,No,12,3,2,80,3,15,0,3,34,11,6,6
54,No,Travel_Rarely,344,Sales,21,2,Technical Degree,1,1206,2,Female,34,2,4,Laboratory Technician,3,Divorced,5447,14738,9,Y,No,17,4,1,80,3,23,6,2,24,14,2,4
28,No,Non-Travel,208,Research & Development,5,2,Technical Degree,1,1207,4,Male,66,1,2,Human Resources,1,Married,17521,11308,9,Y,No,14,3,1,80,2,34,5,3,13,16,2,0
23,No,Non-Travel,632,Sales,10,3,Human Resources,1,1208,2,Male,60,2,2,Sales Executive,3,Divorced,2967,17879,5,Y,No,15,3,2,80,0,27,0,1,39,0,4,11
35,Yes,Non-Travel,1213,Human Resources,6,2,Medical,1,1209,4,Male,77,1,3,Manager,4,Single,7579,17772,8,Y,Yes,18,3,1,80,3,28,3,3,30,13,10,5
38,Yes,Travel_Rarely,395,Human Resources,24,3,Marketing,1,1210,3,Male,35,4,3,Human Resources,2,Divorced,5849,12633,3,Y,Yes,12,3,3,80,1,20,2,1,4,1,12,12
59,Yes,Non-Travel,211,Sales,19,3,Medical,1,1211,2,Male,44,3,2,Healthcare Representative,1,Married,8167,25492,4,Y,No,13,3,1,80,2,24,2,3,16,3,5,16
53,No,Travel_Frequently,1300,Research & Development,25,1,Life Sciences,1,1212,2,Female,44,2,1,Research Scientist,4,Divorced,8466,19738,1,Y,Yes,21,3,2,80,0,38,3,2,9,1,7,8
58,No,Non-Travel,442,Human Resources,13,4,Other,1,1213,4,Female,90,4,3,Healthcare Representative,1,Single,13349,24211,2,Y,No,15,4,3,80,1,30,6,4,15,13,0,0
55,No,Travel_Frequently,200,Research & Development,1,4,Technical Degree,1,1214,4,Male,45,3,2,Sales Executive,1,Married,3019,20864,0,Y,No,20,4,1,80,1,14,6,3,3,17,6,11
51,No,Non-Travel,728,Human Resources,20,3,Life Sciences,1,1215,2,Female,49,4,4,Human Resources,2,Divorced,7174,13193,3,Y,Yes,14,4,2,80,2,34,1,2,4,7,7,0
34,No,Travel_Rarely,127,Sales,25,4,Human Resources,1,1216,1,Female,73,2,3,Human Resources,2,Single,16689,19570,1,Y,Yes,15,4,4,80,2,37,4,4,19,0,4,3
54,No,Non-Travel,1036,Research & Development,15,2,Technical Degree,1,1217,1,Male,71,2,2,Manager,3,Single,8092,17281,1,Y,Yes,13,4,4,80,2,21,4,2,5,15,11,6
42,No,Travel_Frequently,157,Research & Development,14,3,Marketing,1,1218,1,Female,75,3,5,Human Resources,4,Divorced,18576,25293,0,Y,Yes,23,3,3,80,3,4,4,4,10,6,9,4
55,No,Travel_Frequently,396,Research & Development,8,1,Technical Degree,1,1219,3,Female,63,2,3,Laboratory Technician,4,Divorced,11505,6087,9,Y,No,22,3,3,80,0,12,0,1,16,5,14,4
29,No,Non-Travel,233,Human Resources,10,2,Other,1,1220,3,Female,93,4,5,Manufacturing Director,2,Married,3355,8228,1,Y,Yes,19,4,3,80,3,31,4,3,2,9,1,6
40,No,Travel_Frequently,1454,Human Resources,9,1,Medical,1,1221,4,Female,58,3,3,Manager,1,Divorced,19890,4831,3,Y,Yes,18,3,1,80,2,2,4,2,15,5,3,16
59,Yes,Travel_Frequently,348,Human Resources,17,1,Other,1,1222,3,Male,32,3,3,Manufacturing Director,3,Married,1333,22045,5,Y,Yes,24,4,3,80,2,14,6,3,35,9,5,11
39,No,Travel_Rarely,1120,Sales,9,4,Other,1,1223,1,Female,38,4,5,Sales Executive,2,Divorced,3562,20132,6,Y,No,16,3,1,80,2,26,4,1,25,2,14,14
38,No,Non-Travel,649,Human Resources,3,4,Medical,1,1224,2,Male,54,1,1,Sales Representative,3,Single,15776,13055,6,Y,No,24,4,2,80,3,26,2,1,23,2,8,2
44,No,Non-Travel,1001,Sales,11,3,Technical Degree,1,1225,3,Male,71,3,2,Healthcare Representative,3,Single,2795,26318,6,Y,No,11,3,1,80,1,29,3,3,33,5,1,16
48,No,Non-Travel,1198,Research & Development,12,4,Human Resources,1,1226,3,Female,75,1,1,Research Director,4,Single,16270,15795,3,Y,Yes,14,4,1,80,2,5,5,2,19,16,14,13
23,No,Travel_Frequently,933,Research & Development,10,1,Medical,1,1227,1,Male,88,4,1,Human Resources,3,Single,1253,9552,4,Y,Yes,17,3,2,80,3,24,6,2,16,17,3,14
44,No,Non-Travel,1291,Sales,25,1,Medical,1,1228,3,Female,50,4,2,Healthcare Representative,4,Married,4657,21648,2,Y,Yes,20,4,4,80,2,27,1,2,19,9,9,14
57,Yes,Non-Travel,870,Human Resources,17,2,Marketing,1,1229,4,Male,51,3,4,Research Director,1,Single,10615,23756,0,Y,No,15,3,1,80,3,21,3,3,15,5,4,14
51,No,Travel_Rarely,1478,Sales,17,1,Technical Degree,1,1230,2,Female,58,2,1,Sales Executive,1,Married,4237,24158,7,Y,Yes,14,3,1,80,0,3,4,2,3,12,13,10
29,No,Travel_Rarely,1348,Research & Development,25,3,Medical,1,1231,1,Female,92,3,1,Sales Executive,2,Married,4331,23747,9,Y,Yes,19,4,2,80,0,14,1,2,17,5,7,9
24,No,Travel_Rarely,245,Research & Development,11,3,Human Resources,1,1232,4,Male,90,2,1,Sales Representative,1,Married,2027,26275,6,Y,No,18,4,3,80,3,25,1,4,35,11,7,8
27,Yes,Travel_Frequently,1364,Sales,22,4,Life Sciences,1,1233,1,Female,93,1,4,Manager,4,Divorced,15199,25234,8,Y,Yes,13,4,2,80,2,17,3,2,34,13,1,2
34,No,Non-Travel,992,Human Resources,4,4,Technical Degree,1,1234,4,Female,98,2,3,Healthcare Representative,3,Married,19550,16605,9,Y,Yes,24,4,4,80,3,8,3,1,29,16,5,0
43,No,Travel_Rarely,443,Human Resources,7,4,Marketing,1,1235,2,Female,69,3,5,Healthcare Representative,3,Divorced,14283,13282,3,Y,Yes,16,4,3,80,0,3,3,2,17,7,5,10
38,No,Travel_Rarely,1158,Sales,21,3,Other,1,1236,2,Female,30,2,5,Human Resources,1,Married,13186,3063,4,Y,Yes,22,4,4,80,3,4,6,3,20,4,12,15
45,No,Travel_Rarely,801,Sales,26,1,Medical,1,1237,4,Male,94,4,4,Sales Executive,4,Divorced,17853,25043,4,Y,No,24,4,1,80,0,5,6,3,31,3,14,2
19,No,Non-Travel,100,Human Resources,14,4,Human Resources,1,1238,4,Male,91,1,1,Research Director,3,Divorced,14781,15344,6,Y,No,24,4,4,80,0,11,5,2,4,5,13,8
18,No,Non-Travel,252,Research & Development,7,2,Technical Degree,1,1239,4,Male,83,4,5,Research Scientist,1,Single,16120,22132,8,Y,No,22,3,4,80,1,30,3,3,22,10,4,10
53,No,Non-Travel,528,Sales,24,4,Human Resources,1,1240,4,Female,89,4,4,Sales Representative,4,Married,6983,22929,7,Y,Yes,14,3,2,80,2,8,5,3,29,4,7,16
43,No,Travel_Frequently,607,Human Resources,8,3,Human Resources,1,1241,4,Male,75,4,2,Manager,4,Divorced,2093,17898,6,Y,Yes,17,3,3,80,3,6,0,2,26,13,9,0
46,Yes,Travel_Frequently,1249,Human Resources,1,4,Other,1,1242,4,Female,34,4,5,Research Scientist,3,Single,5789,4732,0,Y,No,11,3,1,80,2,28,2,4,14,9,1,8
38,No,Travel_Rarely,590,Research & Development,24,1,Marketing,1,1243,2,Female,51,2,2,Laboratory Technician,2,Married,3912,3872,9,Y,Yes,11,4,1,80,2,13,5,4,13,10,13,2
28,Yes,Non-Travel,444,Research & Development,22,4,Technical Degree,1,1244,4,Female,82,4,1,Manufacturing Director,2,Single,16111,6720,5,Y,No,24,3,1,80,0,19,2,4,20,2,12,9
57,No,Travel_Rarely,320,Research & Development,4,3,Medical,1,1245,3,Male,99,2,5,Sales Representative,4,Divorced,15332,3969,9,Y,No,22,3,3,80,0,31,4,4,33,7,1,4
28,Yes,Non-Travel,822,Research & Development,29,3,Marketing,1,1246,2,Male,61,4,4,Research Director,4,Single,17564,14155,8,Y,Yes,22,4,3,80,3,21,0,1,25,4,13,10
53,No,Non-Travel,1148,Research & Development,12,2,Medical,1,1247,1,Male,40,3,3,Research Scientist,1,Single,13259,13870,6,Y,No,16,3,4,80,3,35,1,2,24,9,6,4
56,No,Non-Travel,627,Sales,24,3,Life Sciences,1,1248,2,Male,39,4,5,Research Director,4,Married,10412,18702,0,Y,No,20,4,4,80,3,17,3,3,30,7,8,11
57,No,Travel_Frequently,1305,Human Resources,3,2,Human Resources,1,1249,1,Female,68,3,5,Human Resources,1,Divorced,17006,5717,8,Y,No,21,3,3,80,0,39,4,3,5,8,2,13
52,No,Travel_Frequently,940,Sales,13,1,Life Sciences,1,1250,1,Male,60,2,5,Sales Representative,1,Married,10755,23875,2,Y,No,23,3,1,80,1,24,1,2,3,14,14,11
51,No,Non-Travel,1165,Sales,20,3,Human Resources,1,1251,3,Male,41,1,5,Sales Executive,1,Married,5684,3374,8,Y,No,23,4,3,80,3,30,6,3,23,0,6,8
41,Yes,Travel_Rarely,580,Sales,6,4,Other,1,1252,4,Male,67,2,4,Manager,4,Single,8854,23826,3,Y,No,24,4,2,80,0,34,2,1,30,4,2,6
39,No,Non-Travel,1029,Sales,11,1,Marketing,1,1253,4,Male,96,1,4,Research Director,4,Divorced,7417,10679,8,Y,Yes,17,3,3,80,1,25,1,4,18,14,11,15
22,No,Non-Travel,971,Sales,23,4,Medical,1,1254,2,Female,95,1,3,Healthcare Representative,1,Married,18946,18834,7,Y,No,23,3,3,80,2,3,3,2,10,3,5,6
50,No,Travel_Rarely,444,Research & Development,4,4,Other,1,1255,4,Male,81,4,4,Research Scientist,3,Divorced,14127,26928,6,Y,No,19,3,1,80,0,19,3,3,28,9,2,13
53,No,Non-Travel,144,Research & Development,20,4,Medical,1,1256,3,Male,34,1,4,Healthcare Representative,4,Married,18797,15427,3,Y,Yes,17,4,4,80,3,33,5,1,4,1,0,7
37,No,Travel_Rarely,120,Human Resources,16,1,Marketing,1,1257,2,Male,40,2,1,Research Director,2,Single,11698,25564,8,Y,Yes,19,4,2,80,3,11,5,3,17,4,5,2
36,Yes,Travel_Frequently,1193,Sales,7,1,Technical Degree,1,1258,2,Female,54,4,1,Research Scientist,3,Married,18401,3940,3,Y,No,20,4,2,80,1,15,6,1,2,17,10,1
52,No,Travel_Frequently,972,Human Resources,22,3,Life Sciences,1,1259,2,Male,64,1,2,Sales Executive,2,Married,16428,4367,0,Y,Yes,24,4,2,80,1,4,2,3,39,5,2,4
34,No,Travel_Rarely,147,Research & Development,29,4,Life Sciences,1,1260,4,Male,64,2,3,Manufacturing Director,4,Married,4654,13428,5,Y,Yes,19,4,3,80,0,34,3,4,10,9,0,7
51,No,Travel_Frequently,650,Research & Development,11,2,Medical,1,1261,4,Male,51,1,1,Manufacturing Director,3,Divorced,15997,26271,3,Y,No,24,4,1,80,1,26,0,2,20,14,4,8
26,Yes,Travel_Frequently,386,Research & Development,24,3,Medical,1,1262,4,Female,66,1,3,Human Resources,4,Single,14742,18631,9,Y,Yes,24,3,3,80,0,0,4,4,29,8,7,1
43,No,Travel_Rarely,1101,Sales,1,1,Medical,1,1263,2,Female,84,4,3,Laboratory Technician,4,Divorced,9949,21887,2,Y,No,18,4,4,80,1,33,2,4,18,12,7,14
19,No,Travel_Frequently,1133,Sales,26,2,Marketing,1,1264,2,Male,93,4,5,Manufacturing Director,3,Married,12971,18862,4,Y,No,17,4,1,80,2,31,2,3,24,17,7,7
26,No,Non-Travel,641,Research & Development,29,1,Technical Degree,1,1265,1,Male,49,2,3,Laboratory Technician,4,Single,16391,21144,2,Y,No,22,3,2,80,3,38,1,4,34,6,2,9
26,No,Non-Travel,855,Human Resources,27,2,Life Sciences,1,1266,1,Female,33,4,5,Research Scientist,3,Divorced,17565,14655,8,Y,No,13,3,3,80,3,32,2,2,11,1,14,6
57,No,Travel_Rarely,373,Human Resources,7,3,Other,1,1267,4,Female,47,4,2,Manufacturing Director,4,Married,7829,9968,5,Y,Yes,21,4,1,80,2,30,6,1,25,15,7,0
34,Yes,Travel_Frequently,1055,Research & Development,12,2,Human Resources,1,1268,2,Female,80,3,2,Research Director,1,Single,11487,18292,2,Y,No,24,4,3,80,3,12,4,1,4,1,3,1
18,No,Non-Travel,699,Human Resources,7,3,Marketing,1,1269,4,Female,97,3,2,Sales Executive,2,Single,3667,24324,4,Y,Yes,13,4,1,80,3,1,0,3,18,3,14,2
42,No,Non-Travel,480,Research & Development,27,1,Life Sciences,1,1270,4,Female,49,2,5,Research Director,1,Married,10991,22836,7,Y,Yes,21,4,2,80,3,29,1,2,26,1,7,13
57,No,Travel_Frequently,1452,Human Resources,23,2,Technical Degree,1,1271,1,Male,38,4,5,Research Director,4,Single,17287,16743,7,Y,No,15,3,4,80,3,9,4,2,37,16,2,14
59,No,Travel_Frequently,578,Research & Development,7,4,Marketing,1,1272,3,Male,55,2,2,Laboratory Technician,4,Single,7173,3368,5,Y,No,17,3,4,80,2,22,5,1,28,5,2,13
42,No,Non-Travel,114,Human Resources,10,4,Other,1,1273,4,Male,54,3,5,Manager,4,Divorced,10691,4226,4,Y,Yes,23,3,3,80,0,32,2,1,11,9,0,7
56,Yes,Non-Travel,615,Sales,16,1,Life Sciences,1,1274,3,Male,97,3,4,Manufacturing Director,1,Single,16208,13688,4,Y,No,22,4,2,80,3,38,6,4,18,13,7,16
52,Yes,Travel_Rarely,290,Research & Development,26,2,Marketing,1,1275,3,Female,70,3,4,Sales Executive,4,Divorced,14235,5612,0,Y,No,20,3,3,80,2,28,3,3,8,14,7,6
20,No,Travel_Rarely,1291,Research & Development,8,4,Life Sciences,1,1276,2,Female,88,2,5,Sales Executive,3,Divorced,14663,23946,1,Y,No,17,4,3,80,3,29,5,1,17,11,8,0
